numerical_file_id,file_id,file_name,file_type
3109573969762592,BAACAgUAAxkBAAIBDGVErlvHrOdZmVfjOXfSlqKidxNaAAKTCwACnkEZViGMw8fJAYfVMwQ,038 - Adrenal Glands - Adrenal Insufficiency @Vid4Med.mp4,Video
0353807991925558,BAACAgUAAxkBAAIBDWVErltHdwKiOOh6nSUJoZ4wn5OAAAKWCwACnkEZVlgli8JJ46bNMwQ,039 - Adrenal Glands - Cushing Syndrome @Vid4Med.mp4,Video
6586064039542981,BAACAgUAAxkBAAIBDmVErlt1b5OsQQ2cowT_tx4_lWCRAAKYCwACnkEZVlDSrqRJynywMwQ,040 - Adrenal Glands - Hyperaldosteronism @Vid4Med.mp4,Video
9873979311202918,BAACAgUAAxkBAAIBD2VErluDttqQRFLbEV148aMRQs4NAAKZCwACnkEZVs_357PASDjsMwQ,041 - Diabetes - Diabetes Complications @Vid4Med.mp4,Video
9749542695977362,BAACAgUAAxkBAAIBEGVErlvcVIeyGzS-QE4oYivk0mJgAAKaCwACnkEZVhR48R1HnxPaMwQ,042 - Diabetes - Diabetes Mellitus @Vid4Med.mp4,Video
6042046477621858,BAACAgUAAxkBAAIBEWVErlsbTiNKfXVutEro7fwWpEtgAAKbCwACnkEZVv9Pb49xDYXjMwQ,043 - Diabetes - Diabetes Treatment @Vid4Med.mp4,Video
8636482029573031,BAACAgUAAxkBAAIBEmVErluIDE_ZdIfZguQGoQKT1Um_AAKcCwACnkEZViH0G7i5Qi0YMwQ,044 - Diabetes - Diabetic Ketoacidosis @Vid4Med.mp4,Video
3473987941531357,BAACAgUAAxkBAAIBE2VErlvpBka7ltmi9fV4iR95Xkv2AAKdCwACnkEZVlBX3cr6XgvpMwQ,045 - Diabetes - Insulin @Vid4Med.mp4,Video
6333265302523507,BAACAgUAAxkBAAIBFGVErlv0gP8K86horh3OP_J1Ssj-AAKfCwACnkEZVlw-vWqyE448MwQ,046 - Other Topics - Hyperparathyroidism @Vid4Med.mp4,Video
7439186715267445,BAACAgUAAxkBAAIBFWVErltZjnbHjzkC-mshheM2A48bAAKhCwACnkEZVvQBlsTvbN2VMwQ,047 Other Topics  Hypoparathyroidism Vitamin D @Vid4Med.mp4,Video
0273135948071511,BAACAgUAAxkBAAIBFmVErltXEJ3x7TW9DL1a4eczbfPXAAKiCwACnkEZVmaaZdC_UW0OMwQ,048 - Other Topics - Osteoporosis @Vid4Med.mp4,Video
4150428797966443,BAACAgUAAxkBAAIBF2VErlsoqN-jfC0rzFvFNrYVIo1uAAKjCwACnkEZVrHTxwMf5FN4MwQ,049 - Other Topics - Pituitary Gland @Vid4Med.mp4,Video
3335231609204040,BAACAgUAAxkBAAIBGGVErltM71jEbxIwL20DU4iDgZmuAAKlCwACnkEZVh_nr-MgssLEMwQ,050 - Thyroid Gland - Hyperthyroidism @Vid4Med.mp4,Video
0220612677160424,BAACAgUAAxkBAAIBGWVErlv7XJIUypiRKiGLZa5pd7ZHAAKnCwACnkEZVobLMqc6t4M2MwQ,051 - Thyroid Gland - Hypothyroidism @Vid4Med.mp4,Video
5295048176026333,BAACAgUAAxkBAAIBGmVErluH1iTuubtB222KcvlZHCyUAAKpCwACnkEZVhJOOdT60YkVMwQ,052 - Thyroid Gland - Thyroid Hormone @Vid4Med.mp4,Video
9095227671307726,BAACAgUAAxkBAAIBG2VErls57A3LaUe8j45LPg6-wweGAAKqCwACnkEZVgXyekHC9NtMMwQ,053 - Thyroid Gland - Thyroid Nodules @Vid4Med.mp4,Video
2882895822234508,BAACAgUAAxkBAAIBHGVErltLTlp1FA2Il7PkXyN-HZZyAAKrCwACnkEZVpY7hqp-_OBWMwQ,054 - General Topics - Bias @Vid4Med.mp4,Video
3742844848597462,BAACAgUAAxkBAAIBHWVErluoIYucQII3nqIqze2fI1_WAAKsCwACnkEZVtSR2kEBWZUvMwQ,055 - General Topics - Clinical trials @Vid4Med.mp4,Video
2762572936281109,BAACAgUAAxkBAAIBHmVErls5Ab0OljWL1S9JHoso_bB5AAKtCwACnkEZVkGW_gp8absCMwQ,056 - General Topics - Correlations @Vid4Med.mp4,Video
6990058729095343,BAACAgUAAxkBAAIBH2VErlvh4_DuGhXTiYaE9PTY2V6mAAKuCwACnkEZVpILAAHK0VZBdzME,057 - General Topics - Diagnostic Tests @Vid4Med.mp4,Video
8034230611102609,BAACAgUAAxkBAAIBIGVErlug4ojvDRDvPpfjJIA7YpZyAAKvCwACnkEZVmGeFA-wTOqdMwQ,058 - General Topics - Evidence Based Medicine @Vid4Med.mp4,Video
8395444269833829,BAACAgUAAxkBAAIBIWVErltylNDqgHYdSUlIKOceYT70AAKwCwACnkEZVpCD65A-BvayMwQ,059 - General Topics - Hypothesis Testing @Vid4Med.mp4,Video
0965188991884203,BAACAgUAAxkBAAIBImVErlv5Uy-WId6YiGEN3e8aFuUJAAKxCwACnkEZVvynIsozZUMbMwQ,060 - General Topics - Predictive Values @Vid4Med.mp4,Video
3486943961547246,BAACAgUAAxkBAAIBI2VErls-1SFOJU_fDFWf-sWM9M6YAAKzCwACnkEZVugWasHt7WVTMwQ,061 - General Topics - Risk Quantification @Vid4Med.mp4,Video
8010785703588107,BAACAgUAAxkBAAIBJGVErlubR-SxIFj5_L2qSU-HqPn3AAK0CwACnkEZVn8Nom8bRwLqMwQ,062 - General Topics - Sensitivity and Specificity @Vid4Med.mp4,Video
5968048024596789,BAACAgUAAxkBAAIBJWVErlvrB4jsBFb3eHqbAa4feMpwAAK1CwACnkEZVsd4tnk3wyN8MwQ,063 - General Topics - Statistics @Vid4Med.mp4,Video
9956542476437913,BAACAgUAAxkBAAIBJmVErlvc-CXkemOVlEjdDJMErbhbAAK2CwACnkEZVpNmkbmSJGEkMwQ,064 - General Topics - Study Designs @Vid4Med.mp4,Video
1930300923454863,BAACAgUAAxkBAAIBJ2VErltqoQXTWZeWo9ptkoP6ek7OAAK6CwACnkEZVgoFs9kFjxRzMwQ,065 - General Topics - Tests of Significance @Vid4Med.mp4,Video
5973810667142665,BAACAgUAAxkBAAIBKGVErlvnFd9Q57oYQtx1sbbIGfFoAALACwACnkEZVv__vt2tqGjOMwQ,066 - Biliary Tree and Pancreas - Biliary Disease  @Vid4Med.mp4,Video
3974047666485913,BAACAgUAAxkBAAIBKWVErlsPqPSylDrxHQz0SX2qQ0WDAALBCwACnkEZVmxCFAoUzdU4MwQ,067 - Biliary Tree and Pancreas - Gallstone Disease @Vid4Med.mp4,Video
9575093434311054,BAACAgUAAxkBAAIBKmVErltbE8DJo-5uRbYgLbQhLDLaAALCCwACnkEZVojEE_46n07SMwQ,068 - Biliary Tree and Pancreas - Pancreatic Cancer @Vid4Med.mp4,Video
1492588549960874,BAACAgUAAxkBAAIBK2VErlvdrHeqgcEry2FC4t17BY_kAALDCwACnkEZVrZdPeWbyn_WMwQ,069 - Biliary Tree and Pancreas - Pancreatitis @Vid4Med.mp4,Video
0695870151376390,BAACAgUAAxkBAAIBLGVErluD1tNRHYCOm-D0fkSayYYgAALHCwACnkEZVm4Dw0CUfE4AATME,070 - Esophagus and Stomach - Esophageal Disorders @Vid4Med.mp4,Video
5738833242584733,BAACAgUAAxkBAAIBLWVErlv6EBlJQTbOYfX5eybjAxfsAALJCwACnkEZVsgqQKOnnA3WMwQ,071 - Esophagus and Stomach - Gastric Cancer @Vid4Med.mp4,Video
3625855587457534,BAACAgUAAxkBAAIBLmVErlvuRPyIex0aozu4xJkwmhPnAALLCwACnkEZVhbmVqiAxsthMwQ,072 - Esophagus and Stomach - Gastric Disorders @Vid4Med.mp4,Video
5772164692070898,BAACAgUAAxkBAAIBL2VErlsX9V_53ZFivB7jj5tGZYvxAALQCwACnkEZVrMxG8EU0Ma2MwQ,073_Esophagus_and_Stomach_GERD_and_Esophageal_Cancer_@Vid4Med.mp4,Video
8776254278934691,BAACAgUAAxkBAAIBMGVErlsFRpLMoZJ6-b44PxJHYULdAALUCwACnkEZVnQ8hSjFLv9AMwQ,074 - Intestines - Colon Cancer @Vid4Med.mp4,Video
5487960197475532,BAACAgUAAxkBAAIBMWVErlssGqBqzvArT6yQ8fWt2OAcAALWCwACnkEZVsN4rr6wCR-7MwQ,075 - Intestines - Colorectal Disease @Vid4Med.mp4,Video
4992294912640838,BAACAgUAAxkBAAIBMmVErlvjTKPdjtvHXRFuuNZge-otAALYCwACnkEZVrK0lDKyfGIhMwQ,076-Intestines - Inflammatory Bowel Disease  @Vid4Med.mp4,Video
9339234064310309,BAACAgUAAxkBAAIBM2VErlssHh6qYyqlieHn3gECuKNGAALeCwACnkEZVltKZwABbTBmeTME,077 - Intestines - Small Bowel Disease @Vid4Med.mp4,Video
9255259348633064,BAACAgUAAxkBAAIBNGVErlvvXAmm6qsK7xASJQt1X_dmAALgCwACnkEZVmS6FP6XQ6q_MwQ,078 - Liver - Cirrhosis @Vid4Med.mp4,Video
3984192353868628,BAACAgUAAxkBAAIBNWVErlvBJvIr9_3ju2Kgo5ilXyRiAALhCwACnkEZVs_wKqsPDWz3MwQ,079 - Liver - Hemochromatosis @Vid4Med.mp4,Video
5733329573675679,BAACAgUAAxkBAAIBNmVErluTsxDMae5UI-6QV5va9x78AALiCwACnkEZVidAPo7uutziMwQ,080 - Liver - Hyperbilirubinemia @Vid4Med.mp4,Video
6825822512014456,BAACAgUAAxkBAAIBN2VErltPMnwkujnf1aHUO__5Dp8wAALjCwACnkEZVu9-TUNFnLWNMwQ,081 - Liver - Liver Disease @Vid4Med.mp4,Video
4219387006225711,BAACAgUAAxkBAAIBOGVErluJxeoGWUpWt8v-gJYIVlH1AALkCwACnkEZVi_0KhTjQg8OMwQ,082 - Liver - Liver Masses @Vid4Med.mp4,Video
7998170453222032,BAACAgUAAxkBAAIBOWVErlsqranp1ZHgltDvjiv8HehkAALlCwACnkEZVm-KRRwikCnFMwQ,083 - Liver - Viral Hepatitis @Vid4Med.mp4,Video
7682725897008091,BAACAgUAAxkBAAIBOmVErlspTPhXBX92NwSygq17Txv6AALmCwACnkEZVgoFoO0mwZxZMwQ,084 - Liver - Wilson_s Disease @Vid4Med.mp4,Video
9489102259139474,BAACAgUAAxkBAAIBO2VErlv0GO5nku8IU2jMzOCwpDHcAALnCwACnkEZVqlrmVbfZn_MMwQ,085 - Other Topics - Diarrhea @Vid4Med.mp4,Video
9142103366778741,BAACAgUAAxkBAAIBPGVErltQFq6Q0ARBoamrkvjwFEUdAALpCwACnkEZVpQ43WUEr7g_MwQ,086 - Other Topics - Gastrointestinal Bleeding @Vid4Med.mp4,Video
9796278985474682,BAACAgUAAxkBAAIBPWVErls5nwZiosmUQkoJaQ7M8AyOAALrCwACnkEZVoEpvvKq_JNiMwQ,087 - Other Topics - Gastrointestinal Pharmacology @Vid4Med.mp4,Video
6967113007532832,BAACAgUAAxkBAAIBPmVErlvsKt-M1MrB8bNSVG4v1BmMAAISDAACnkEZVqdKFH7629W3MwQ,088 - Other Topics - Hernias @Vid4Med (1).mp4,Video
2518070382841681,BAACAgUAAxkBAAIBP2VErlsdAAGEx4zqBUkfcfYHPCqxIQACEwwAAp5BGVYya0DvP3VbwTME,089 - Other Topics - Malabsorption @Vid4Med.mp4,Video
0719830711280182,BAACAgUAAxkBAAIBQGVErlssTUKH71MrWcqavplHx-XMAAIVDAACnkEZVm-pvdSpKWhsMwQ,090 - Coagulation - Anticoagulant @Vid4Med.mp4,Video
1597934828379819,BAACAgUAAxkBAAIBQWVErls3zhTXgCJZf67CZyFHj6JsAAIXDAACnkEZVuk_2edJ_T8TMwQ,091 - Coagulation - Antiplatelet Drug @Vid4Med.mp4,Video
5089627735398170,BAACAgUAAxkBAAIBQmVErltHb-PxVZ_R9z6JmzThyGavAAIZDAACnkEZViZFunfbY8x1MwQ,092 - Coagulation - Coagulopathy @Vid4Med.mp4,Video
7068605323834515,BAACAgUAAxkBAAIBQ2VErlu7eapUIqvFdgWECdXODOFCAAIaDAACnkEZVlko4QKjGaybMwQ,094 - Coagulation - Thrombocytopenia @Vid4Med.mp4,Video
2903239176399542,BAACAgUAAxkBAAIBRGVErlvL4YQtPKuKw_6VMZXJVjI5AAIbDAACnkEZVg5UyMJ0KNiYMwQ,093 - Coagulation - Hypercoagulable States @Vid4Med.mp4,Video
1620105334154159,BAACAgUAAxkBAAIBRWVErluNmEshTRzQwn8R1nRL8rgWAAIcDAACnkEZVhtcZloYEGI1MwQ,095 - Red Cells - Blood Products @Vid4Med.mp4,Video
6543793232629012,BAACAgUAAxkBAAIBRmVErls7vZ5HPwlSTuI0dmHr_n6JAAIjDAACnkEZVu37Y1iN6M_3MwQ,096 - Red Cells - Extrinsic Hemolysis @Vid4Med.mp4,Video
5564125962588338,BAACAgUAAxkBAAIBR2VErlv7en7Ptj2wrZCJgMKsxBJvAAIkDAACnkEZVraI8ohBfBuLMwQ,097 - Red Cells - Intrinsic Hemolysis @Vid4Med.mp4,Video
8102104059630362,BAACAgUAAxkBAAIBSGVErlt9fOa0An4ip6V0Xvi5T_enAAImDAACnkEZVj4z9CyMXkR4MwQ,098 - Red Cells - Macrocytic Anemia @Vid4Med.mp4,Video
0605236307501551,BAACAgUAAxkBAAIBSWVErluKeqI8g-oAAbozXsRL-4F-lQACJwwAAp5BGVYu5SmALvWzZDME,099 - Red Cells - Microcytic Anemias @Vid4Med.mp4,Video
5491584240552773,BAACAgUAAxkBAAIBSmVErlv0VdvPCFUwBOlC9iWzyjqHAAIpDAACnkEZVhdHHKQvc8R4MwQ,100 - Red Cells - Normocytic Anemias @Vid4Med.mp4,Video
7363569509158971,BAACAgUAAxkBAAIBsWVEumXp3YM1_V07fqel3wfEd9D-AAIqDAACnkEZVnM84LvXcVVSMwQ,101 - Red Cells - Sickle Cell Disease @Vid4Med.mp4,Video
5647597595564098,BAACAgUAAxkBAAIBsmVEumWCm3UikMZPiK1YYrun_crjAAIrDAACnkEZVvZLL46OSPmOMwQ,102 - Red Cells - Thalassemias @Vid4Med.mp4,Video
4243374939083917,BAACAgUAAxkBAAIBs2VEumWSbttudrV06UdZ6I_c8fY5AAIsDAACnkEZVpmnHGw7o2YGMwQ,103 - White Cells - Acute Leukemias @Vid4Med.mp4,Video
8575170947590037,BAACAgUAAxkBAAIBtGVEumV3YYMPjAGVDUHp9U2ac6t8AAIuDAACnkEZVjRszzkDo8J6MwQ,104 - White Cells - Amyloidosis @Vid4Med.mp4,Video
7986468039881705,BAACAgUAAxkBAAIBtWVEumXs9Ft7o_gMw3p4p2iTkYzFAAIvDAACnkEZViIWCxlaBVQzMwQ,105 - White Cells - Chronic Leukemias @Vid4Med.mp4,Video
2421503534881845,BAACAgUAAxkBAAIBtmVEumWPpZrvQD88SeclAAEifkSeuQACMAwAAp5BGVYNcQxtczSWajME,106 - White Cells - Hodgkin Lymphoma @Vid4Med.mp4,Video
7992505028658058,BAACAgUAAxkBAAIBt2VEumXGzLtc31cthDG-HT1GkORyAAIyDAACnkEZVtIkiQGjYwstMwQ,107 - White Cells - Myeloproliferative Disorders @Vid4Med.mp4,Video
1866095831369585,BAACAgUAAxkBAAIBuGVEumVw7Sx3RmIoNs1dLvylMtZyAAI0DAACnkEZVsxraR0iwC3LMwQ,108 - White Cells - Non-Hodgkin Lymphoma @Vid4Med.mp4,Video
3132426949870204,BAACAgUAAxkBAAIBuWVEumXLEpJWzMseoDP3Cz-TmoxYAAI1DAACnkEZVlQ5_SRx9-tLMwQ,109 - White Cells - Plasma Cell Disorders @Vid4Med.mp4,Video
3380089651328949,BAACAgUAAxkBAAIBumVEumW3KZFhPJOfNZtClX_9Va_sAAI2DAACnkEZVkv7a75WUZ1kMwQ,110 - Antibiotics - Beta Lactams @Vid4Med.mp4,Video
9523745953151034,BAACAgUAAxkBAAIBu2VEumUvakhJ9uvln2ZJkHWNFWq0AAI3DAACnkEZVocucpepGIFNMwQ,111 - Antibiotics - Other Antibiotics @Vid4Med.mp4,Video
6847762632070605,BAACAgUAAxkBAAIBvGVEumV8TnD6NbQi5mgcnctSJUuhAAI4DAACnkEZVr3gnAWr6WjNMwQ,112 - Antibiotics - Penicillins Z@Vid4Med.mp4,Video
6767373033738405,BAACAgUAAxkBAAIBvWVEumU4ySxY5W5Rh1gKZcNqyxQ1AAI5DAACnkEZVoZksOreVIZFMwQ,113 - Antibiotics - Protein Synthesis Inhibitors @Vid4Med.mp4,Video
2983689353482066,BAACAgUAAxkBAAIBvmVEumXaNGBHc32t7spnpxFMg36nAAI6DAACnkEZViQ8M2NIQDumMwQ,114 - Fungi and Parasites - Antifungal Drugs @Vid4Med.mp4,Video
3974091038723042,BAACAgUAAxkBAAIBv2VEumUc1I6OJ--aWLVugp9_CrIEAAJBDAACnkEZVk-NOxUrdRZUMwQ,115 - Fungi and Parasites - Fungal Infections @Vid4Med.mp4,Video
2288372163939274,BAACAgUAAxkBAAIBwGVEumXrQv521n-l_i6d8GFmbWeVAAJCDAACnkEZVh6GEnQsxmFbMwQ,116 - Fungi and Parasites - Malaria @Vid4Med.mp4,Video
